,age,weight,height,gender,activity,kcal,breakfast,breakfast_kcal,lunch,lunch_kcal,dinner,dinner_kcal,total_kcal,workout,workout_kcal,label
2039-11-19 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"BABYFOOD,CRL,OATMEAL,DRY",399,"USDA COMMODITY,SALSA",36,"SOUP,CHS,CND,PREP W/ EQ VOLUME H2O",63,498,House Cleaning,270.0,0
2039-11-20 22:20:03.210235,23,75,176,male,light,2392.5,"DUCK,DOMESTICATED,MEAT ONLY,RAW",135,"LAMB,DOM,FORESHANK,LN&FAT,1/8""FAT,CKD,BRSD",243,"PICKLES,CUCUMBER,DILL,LO NA",18,396,Standing (very light),180.0,0
2039-11-21 22:20:03.210235,23,75,176,male,light,2392.5,"CEREALS RTE,POST,SHREDDED WHEAT N' BRAN,SPOON-SIZE",344,"PANCAKES,PLN,DRY MIX,COMPLETE (INCL BTTRMLK)",368,"BEEF,RIB,LRG END (RIBS 6-9),LN&FAT,1/8""FAT,PRIME,RAW",367,1079,"Cycling (v. hard, 16.1-19 mph)",945.0,0
2039-11-22 22:20:03.210235,23,75,176,male,low,2088.0,"SEAWEED,CANADIAN CULTIVATED EMI-TSUNOMATA,DRY",259,"BEEF,CHUCK EYE COUNTRY-STYLE RIBS,BNLESS,LN,0"" FAT,SEL,RAW",137,"CHEESE,CREAM,LOW FAT",201,597,Racquetball (recreational),315.00000000000006,0
2039-11-23 22:20:03.210235,23,75,176,male,low,2088.0,"REST,LATINO,ARROZ CON ABICHUELAS COLORADOS (RICE&RED BNS)",142,"LAMB,AUS,IMP,FRSH,SHLDR,WHL (ARM&BLD),LN&FAT,1/8""FAT,RAW",256,"BREAD,WHITE,COMMLY PREP,TSTD,LO NA NO SALT",293,691,Chopping Wood,405.0,0
2039-11-24 22:20:03.210235,23,75,176,male,low,2088.0,"BEEF,LOIN,TOP SIRLN CAP STK,BNLS,LN,1/8"" FAT,AL GRDS,CKD,GLD",181,"MILK,DRY,NONFAT,CA RED",354,"SEEDS,BREADNUT TREE SEEDS,RAW",217,752,"Cycling (stationary, 250W)",990.0,1
2039-11-25 22:20:03.210235,23,75,176,male,low,2088.0,"CAMPBELL'S CHUNKY SOUPS,PORK RST CARROTS POTATOES SOUP",50,"PORK,CURED,HAM,PATTIES,GRILLED",342,"KELLOGG'S,EGGO,FRENCH TOASTER STKS,CINN",250,642,Sleeping,90.0,0
2039-11-26 22:20:03.210235,23,75,176,male,heavy,3001.5,"PEANUTS,SPANISH,RAW",570,"TURKEY SAUSAGE,FRSH,RAW",155,"SQUASH,WNTR,BUTTERNUT,CKD,BKD,W/SALT",40,765,Rowing (50W),270.0,0
2039-11-27 22:20:03.210235,23,75,176,male,heavy,3001.5,"KEEBLER,FUDGE SHOPPE,FUDGE-DIPPED ICE CRM CUPS",485,"WHEAT FLOURS,BREAD,UNENR",361,"KENTUCKY FRIED CHICK,ORG REC,THIGH,MEAT ONLY,SKN & BRNG RMVD",176,1022,"Calisthenics (push-ups, etc.)",360.0,0
2039-11-28 22:20:03.210235,23,75,176,male,heavy,3001.5,"BABYFOOD,FRUIT,PEARS&PNAPPL,STR",41,"BACON BITS,MEATLESS",476,TURKEY  WHITE  ROTISSERIE  DELI CUT,112,629,Standing (very light),180.0,0
2039-11-29 22:20:03.210235,23,75,176,male,heavy,3001.5,"POTATOES,HASHED BROWN,FRZ,W/BUTTER SAU,PREP",178,"KELLOGG'S,EGGO,NUTRI-GRAIN FRZ FRUIT PIZZA,STRAWBERRY GRANOL",266,"CORN,SWT,YEL,CND,NO SALT,SOL&LIQUIDS",61,505,Playing with Kids (standing),225.0,0
2039-11-30 22:20:03.210235,23,75,176,male,low,2088.0,"BEEF,CHK,MOCK TNDR STK,BNL,LN & FAT,0"" FAT,ALL GRDS, CKD",220,"BEEF,CHUCK,BLADE RST,LN&FAT,1/8""FAT,SEL,RAW",230,"GRAPES,AMERICAN TYPE (SLIP SKN),RAW",67,517,Swimming (moderate),630.0000000000001,1
2039-12-01 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"CANDIES,FUDGE,CHOC,PREPARED-FROM-RECIPE",411,"CAMPBELL'S CHUNKY SOUPS,HEALTHY REQUEST CHICK NOODLE SOUP",49,"FAST FD,PIZZA CHAIN,14"" PIZZA,SAUSAGE TOPPING,THICK CRUST",282,742,Kayaking (leisure),180.0,0
2039-12-02 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"BEANS,SML WHITE,MATURE SEEDS,CKD,BLD,W/SALT",142,"CHICKEN,BROILERS OR FRYERS,THIGH,MEAT&SKN,CKD,FRIED,FLR",262,"JUICE,APPL & GRAPE BLEND,W/ ADDED VIT C",50,454,Running (7.5 mph 8 min/mile),990.0,1
2039-12-03 22:20:03.210235,23,75,176,male,heavy,3001.5,"VEAL,RIB,LN&FAT,CKD,RSTD",228,"SNACKS,KELLOGG,KELLOGG'S RICE KRISPIES TREATS SQUARES",414,"RESTAURANT,LATINO,TAMALE,PORK",174,816,Playing with Kids (sitting),180.0,0
2039-12-04 22:20:03.210235,23,75,176,male,heavy,3001.5,"Formulated bar, high fiber, chewy, oats and chocolate",350,"TUNA,WHITE,CND IN H2O,WO/SALT,DRND SOL",128,"LEMON GRASS (CITRONELLA),RAW",99,577,"Mowing Lawn (walking, power)",360.0,0
2039-12-05 22:20:03.210235,23,75,176,male,mid,2697.0,"FISH,SALMON,SOCKEYE,CND,DRND SOL",167,"SEAWEED,KELP,RAW",43,"KEEBLER,FUDGE SHOPPE,JUMBO FUDGE STKS,VANILLA",530,740,Trimming (manual),315.00000000000006,0
2039-12-06 22:20:03.210235,23,75,176,male,low,2088.0,"KELLOGG'S,EGGO,MINI MUFFIN TOPS,CHOC CHIP",300,"MIXED NUTS,DRY RSTD,W/PNUTS,WO/SALT",594,"CORN,SWT,YEL,CND,VACUUM PK,REG PK",79,973,Stretching/Yoga,270.0,0
2039-12-07 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"CAMPBELL'S,CHNKY MICRO BOWLS,BF W/ CONTRY VEG,RTS",61,"BEEF,CHUCK,UNDER BLADE STEAK,BNLESS,LN & FAT,0"" FAT,SEL,CKD,",261,"WHEAT FLR,WHITE (INDUSTRIAL),13% PROT,BLEACHED,UNENR",362,684,Rowing (50W),270.0,0
2039-12-08 22:20:03.210235,23,75,176,male,mid,2697.0,"CEREALS RTE,GENERAL MILLS,REESE'S PUFFS",413,"PORK,FRSH,VAR MEATS&BY-PRODUCTS,SPLEEN,CKD,BRSD",149,"TUNA,FRSH,BLUEFIN,CKD,DRY HEAT",184,746,Standing (very light),180.0,0
2039-12-09 22:20:03.210235,23,75,176,male,low,2088.0,"INF FOR,ME JOH,ENF,NUTR LIPIL,W/ IRO,PDR,NOT RE,W/ ARA & DHA",494,"ARCHWAY Home Style Cookies, Oatmeal",421,"LOUIS RICH,FRANKS (TURKEY & CHICKEN)",188,1103,"Running (6 mph, 10 min/mile)",720.0,0
2039-12-10 22:20:03.210235,23,75,176,male,heavy,3001.5,"SOUP,TOMATO,CND,PREP W/EQ VOLUME H2O,COMM",30,"WHEAT FLR,WHITE (INDUSTRIAL),13% PROT,BLEACHED,UNENR",362,"CHICKEN,CND,MEAT ONLY,W/BROTH",165,557,Circuit Training,630.0000000000001,1
2039-12-11 22:20:03.210235,23,75,176,male,mid,2697.0,"ENTREES,FISH FILLET,BATTERED OR BREADED,&FRIED",232,"SMELT,RAINBOW,RAW",97,"MACARONI,DRY,ENR",371,700,"Cycling (hard, 14.1-16 mph)",810.0,1
2039-12-12 22:20:03.210235,23,75,176,male,heavy,3001.5,"LAMB,DOM,COMP OF RTL CUTS,LN&FAT,1/8""FAT,CHOIC,CKD",271,"CEREALS RTE,KASHI GOLEAN CRISP TSTD BERRY CRUMBLE",361,"PEPPERS,SWT,RED,SAUTEED",133,765,"Running (6 mph, 10 min/mile)",720.0,0
2039-12-13 22:20:03.210235,23,75,176,male,mid,2697.0,"GAME MEAT BISON,TOP SIRLOIN,LN,1"" STEAK,CKD,BRLD",171,"SALAD DRSNG,BLUE OR ROQUEFORT CHS DRSNG,FAT-FREE",115,"PRETZELS,HARD,PLN,SALTED",380,666,Rowing (200W),945.0,1
2039-12-14 22:20:03.210235,23,75,176,male,mid,2697.0,"PEACHES,CND,H2O PK,SOL&LIQUIDS",24,"SOUP,VEG BF,CND,COND",63,"SOUP,CRM OF CHICK,CND,COND",90,177,"Cycling (stationary, 250W)",990.0,1
2039-12-15 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"TURNIPS,FRZ,CKD,BLD,DRND,W/SALT",21,"CAMPBELL'S RED & WHITE,CHICK VEG SOUP,COND",63,"BEEF,TOP LOIN FILET,BNLESS,LN,1/8"" FAT,CHOIC,CKD,GRILLED",203,287,"Running (6.6 mph, 9 min/mile)",855.0,1
2039-12-16 22:20:03.210235,23,75,176,male,mid,2697.0,"CLAM,MXD SP,CND,LIQ",2,"FIGS,DRIED,STEWED",107,"KELLOGG'S,POP-TARTS,FRSTD WAFFLE CONE TOASTER PASTRIES",373,482,House Cleaning,270.0,0
2039-12-17 22:20:03.210235,23,75,176,male,mid,2697.0,"PINEAPPLE,RAW,TRADITIONAL VAR",45,"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,SEL,CKD,BRLD",278,"DOMINO'S 14"" PEPPERONI PIZZA,CLASSIC HAND-TOSSED CRUST",273,596,Aerobics (high impact),540.0,0
2039-12-18 22:20:03.210235,23,75,176,male,low,2088.0,"ROLLS,DINNER,WHOLE-WHEAT",266,"BEEF,SHRT LOIN,PRTRHS STEAK,LN&FAT,1/8""FAT,SEL,RAW",222,"QUINOA,UNCKD",368,856,Rowing (100W),540.0,0
2039-12-19 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"CHICKEN,BROILERS OR FRYERS,BREAST,MEAT ONLY,CKD,RSTD",165,"CEREALS,OATS,REG & QUICK,NOT FORT,DRY",379,"PEAS,GRN,CKD,BLD,DRND,WO/SALT",84,628,Playing with Kids (standing),225.0,0
2039-12-20 22:20:03.210235,23,75,176,male,light,2392.5,"SAUCE,BARBECUE,KC MASTERPIECE,ORIGINAL",160,"INF FORMMEAD JOHN,ENFAMIL LIPIL,W/ IRON,RTF,W/ ARA & DHA",64,"CAMPBELL'S SOUP AT HAND,BLENDED VEG MEDLEY SOUP",33,257,"Mowing Lawn (walking, power)",360.0,1
2039-12-21 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"DANISH PASTRY,FRUIT,ENR",371,"RAISINS,GOLDEN SEEDLESS",302,"SILK PLUS FOR BONE HEALTH,SOYMILK",41,714,Racquetball (recreational),315.00000000000006,0
2039-12-22 22:20:03.210235,23,75,176,male,mid,2697.0,"LAMB,NZ,IMP,FRZ,RIB,LN,CKD,RSTD",196,"CAKE,MARBLE,DRY MIX,PUDDING-TYPE",416,"CHICKEN,BROILERS OR FRYERS,WING,MEAT ONLY,CKD,STWD",181,793,"Cycling (light, <10 mph)",540.0,0
2039-12-23 22:20:03.210235,23,75,176,male,heavy,3001.5,"JELLIES,RED SUGAR,HOME PRESERVED",179,"LAMB,VAR MEATS&BY-PRODUCTS,SPLEEN,CKD,BRSD",156,"PIZZA,CHS TOPPING,REG CRUST,FRZ,CKD",268,603,Racquetball (recreational),315.00000000000006,0
2039-12-24 22:20:03.210235,23,75,176,male,light,2392.5,"V8 VEG JUC,HI FIBER V8",25,"VITASOY USA,VITASOY ORGANIC CREAMY ORIGINAL SOYMILK",44,"CHILD FORMULA,MEAD JOHNSON,PORTAGEN,W/ IRON,PREP FROM PDR",88,157,"Calisthenics (push-ups, etc.)",360.0,1
2039-12-25 22:20:03.210235,23,75,176,male,low,2088.0,"PIE,LEMON MERINGUE,COMMLY PREP",268,"GRANOLA BARS,HARD,ALMOND",495,"INF FORMULA,MEAD JOHNSON,NEXT STEP PROSOBEE,PREP FROM PDR",67,830,Running 5.5 mph (11 min/mile),630.0000000000001,0
2039-12-26 22:20:03.210235,23,75,176,male,heavy,3001.5,"EGGS,SCRMBLD,FRZ MIXTURE",131,"KELLOGG'S,SPL K,CRACKER CHIPS,SOUTHWEST RANCH",380,"COWPEAS,LEAFY TIPS,CKD,BLD,DRND,WO/SALT",22,533,Sitting Activities (very light),135.0,0
2039-12-27 22:20:03.210235,23,75,176,male,light,2392.5,"BABYFOOD,JUC,APPLE-SWEET POTATO",48,"SUCCOTASH,(CORN&LIMAS),FRZ,CKD,BLD,DRND,WO/SALT",93,"CEREALS RTE,BEAR NAKED BANANA NUT",380,521,Sitting Activities (very light),135.0,0
2039-12-28 22:20:03.210235,23,75,176,male,mid,2697.0,"CABBAGE,MUSTARD,SALTED",28,"BREAD,SALVADORAN SWT CHS (QUESADILLA SALVADORENA)",374,"COOKIES,SHORTBREAD,COMMLY PREP,PLN",502,904,"Cycling (stationary, 250W)",990.0,1
2039-12-29 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"KASHI,THREE CHS PENNE,FRZ ENTREE",118,"SPICES,MUSTARD SD,GROUND",508,"PORK,FRSH,LOIN,CNTR RIB (CHOPS),BNLESS,LN&FAT,CKD,BRSD",255,881,Aerobics (low impact),405.0,0
2039-12-30 22:20:03.210235,23,75,176,male,heavy,3001.5,"SALAD,GRAPE & APPL W/ YOGURT & CANDIED WALNUTS",117,"WORTHINGTON SUPER LINKS,CND,UNPREP",219,"GAME MEAT,BEEFALO,COMP OF CUTS,RAW",143,479,Rowing (200W),945.0,1
2039-12-31 22:20:03.210235,23,75,176,male,light,2392.5,"CEREALS,CRM OF WHEAT,MIX'N EAT,APPL,BANANA&MAPLE FLAV,DRY",373,"GRAPEFRUIT JUC,WHITE,RAW",39,"CAMPBELL'S SEL SOUPS,HEALTHY REQUEST C",44,456,Rowing (50W),270.0,0
2040-01-01 22:20:03.210235,23,75,176,male,mid,2697.0,"GRAPES,MUSCADINE,RAW",57,"BABYFOOD,APPLE-BANANA JUC",51,"FAST FDS,CHSEBURGER; DOUBLE,LRG PATTY; W/ CONDMNT,VEG & MAYO",253,361,Sitting Activities (very light),135.0,0
2040-01-02 22:20:03.210235,23,75,176,male,heavy,3001.5,"SALAD DRSNG,MAYO,LT,SMART BALANCE,OMEGA PLUS LT",333,"INF FORMULA,NESTLE,GOOD START 2 ESSENTIALS,W/ IRON,PDR",471,"PORK,CURED,HAM -- H2O ADDED,SLICE,BONE-IN,LN,HTD,PAN-BROIL",131,935,Trimming (manual),315.00000000000006,0
2040-01-03 22:20:03.210235,23,75,176,male,light,2392.5,"DUCK,DOMESTICATED,MEAT ONLY,RAW",135,"ALCOHOLIC BEV,WINE,TABLE,WHITE,PINOT BLANC",81,"SOUP,VEG BF,CND,COND",63,279,Kayaking (leisure),180.0,0
2040-01-04 22:20:03.210235,23,75,176,male,mid,2697.0,"USDA COMMODITY,SALMON NUGGETS,BREADED,FRZ,HTD",212,"MONKFISH,COOKED,DRY HEAT",97,"CARROTS,FRZ,CKD,BLD,DRND,WO/SALT",37,346,Swimming (moderate),630.0000000000001,1
2040-01-05 22:20:03.210235,23,75,176,male,light,2392.5,"PEPPERS,SWT,GRN,CKD,BLD,DRND,WO/SALT",28,"MILK,LO NA,FLUID",61,"APPLES,FRZ,UNSWTND,UNHTD",48,137,Sexual Activity (active),135.0,0
2040-01-06 22:20:03.210235,23,75,176,male,mid,2697.0,"BLACKBERRIES,CND,HVY SYRUP,SOL&LIQUIDS",92,"SAUCE,WORCESTERSHIRE",78,"MORNINGSTAR FARMS ENTREE CHIK'N ENCHILADA W/ RICE,FRZ,UNPREP",102,272,Swimming (light),450.0,1
2040-01-07 22:20:03.210235,23,75,176,male,very_heavy,3306.0,OCTOPUS (ALASKA NATIVE),56,"PORK,FRSH,VAR MEATS&BY-PRODUCTS,SPLEEN,CKD,BRSD",149,"PIE,APPL,PREP FROM RECIPE",265,470,Sleeping,90.0,0
2040-01-08 22:20:03.210235,23,75,176,male,low,2088.0,"KASHI,TLC,OATMEAL RAISIN FLAX COOKIES",414,"BROCCOLI,CKD,BLD,DRND,W/SALT",35,"CEREALS RTE,GENERAL MILLS,MULTI-BRAN CHEX",342,791,Circuit Training,630.0000000000001,0
2040-01-09 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"PIE,PEACH",223,"VEAL,VAR MEATS&BY-PRODUCTS,LIVER,CKD,BRSD",192,"KEEBLER,TOWN HOUSE,TOPPERS,ORIGINAL CRACKERS",483,898,Sitting Activities (very light),135.0,0
2040-01-10 22:20:03.210235,23,75,176,male,heavy,3001.5,"SOUP,PEPPERPOT,CND,PREP W/ EQ VOLUME H2O",41,"BEEF,COMP OF RTL CUTS,LN&FAT,1/8""FAT,CHOIC,CKD",301,"CHRYSANTHEMUM LEAVES,RAW",24,366,Walking (4 mph 15 min/mile),360.0,0
2040-01-11 22:20:03.210235,23,75,176,male,mid,2697.0,"ARROWHEAD,CKD,BLD,DRND,W/SALT",78,"SALAD DRSNG,CAESAR,FAT-FREE",131,"MILK,RED FAT,FLUID,2% MILKFAT,WO/ ADDED VIT A & VIT D",50,259,"Running (5 mph, 12 min/mile)",540.0,1
2040-01-12 22:20:03.210235,23,75,176,male,mid,2697.0,"LITTLE CAESARS 14"" ORIGINAL RND PEPPERONI PIZZA,REG CRUST",273,"BEEF,GROUND,80% LN MEAT / 20% FAT,PATTY,CKD,BRLD",271,"OIL,INDUSTRIAL,SOY (PART HYDR ) & SOY,POURABLE FRY",884,1428,Running 5.5 mph (11 min/mile),630.0000000000001,0
2040-01-13 22:20:03.210235,23,75,176,male,mid,2697.0,"SPINY LOBSTER,MXD SP,CKD,MOIST HEAT",143,"SUNSHINE,CHEEZ-IT,100 CAL RIGHT BITES,EX CHEESY PARTY MIX",473,"BREAD,CORNBREAD,PREP FROM RECIPE,MADE W/LOFAT (2%) MILK",266,882,"Running (8.6 mph, 7 min/mile)",1080.0,1
2040-01-14 22:20:03.210235,23,75,176,male,mid,2697.0,"GROUND TURKEY,85% LN,15% FAT,PATTIES,BRLD",249,"PAPA JOHN'S 14"" PEPPERONI PIZZA,ORIGINAL CRUST",275,"RICE,WHITE,LONG-GRAIN,REG,RAW,UNENR",365,889,Sleeping,90.0,0
2040-01-15 22:20:03.210235,23,75,176,male,mid,2697.0,"CHICKEN,BROILERS OR FRYERS,DK MEAT,DRUMSTK,MT & SKN,CKD,BRSD",187,SILK VANILLA SOY YOGURT (SINGLE SERVING SIZE),88,"SNACKS,CORN-BASE,EXTRUD,CHIPS,BARBECUE-FLAVOR,W/ENR MASA FLR",523,798,Sleeping,90.0,0
2040-01-16 22:20:03.210235,23,75,176,male,mid,2697.0,"VEAL,SHANK (FORE&HIND),LN,CKD,BRSD",177,"COWPEAS,LEAFY TIPS,RAW",29,"PUMPKIN&SQUASH SEEDS,WHL,RSTD,WO/SALT",446,652,"Running (10 mph, 6 min/mile)",1260.0000000000002,1
2040-01-17 22:20:03.210235,23,75,176,male,low,2088.0,"INF FO,ME JO,ENF,NUTR,LIPIL,W/ IR,LIQ CO NOT RE,W/ ARA & DHA",126,"KENTUCKY FRIED CHICK ORG RECIPE,WING,MEAT & SKN W/ BRDING",286,"MILLET,PUFFED",354,766,"Cycling (moderate, 12.1-14 mph)",630.0000000000001,0
2040-01-18 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"BREAD,OAT BRAN",236,"CEREALS RTE,KELLOGG'S,FRUIT HARVEST STRAWBERRY/BLUEBERRY",368,"BEEF,BRISKET,FLAT HALF,LN & FAT,1/8"" FAT,CHOIC,CKD,BRSD",298,902,Playing with Kids (sitting),180.0,0
2040-01-19 22:20:03.210235,23,75,176,male,heavy,3001.5,"BEETS,RAW",43,"BEEF, VAR MEATS&BY-PRODUCTS, LIVER, CKD, PAN-FRIED",175,"PORK,FRSH,LOIN,TENDERLOIN,LN&FAT,RAW",120,338,Weeding/Gardening,315.00000000000006,0
2040-01-20 22:20:03.210235,23,75,176,male,mid,2697.0,"VINEGAR,BALSAMIC",88,"MACKEREL,KING,RAW",105,"FISH,SALMON,SOCKEYE,CND,DRND SOL",167,360,Child Care (sitting),225.0,0
2040-01-21 22:20:03.210235,23,75,176,male,light,2392.5,"CAMPBELL'S,SPAGHETTIOS,SPAGHETTIOS ORIGINAL",67,"FORM BAR,ZONE PERFECT CLASSIC CRUNCH BAR,MXD FLAVORS",422,"MOTHER'S,ICED OATMEAL COOKIES",463,952,"Running (5 mph, 12 min/mile)",540.0,0
2040-01-22 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"TROUT,RAINBOW,WILD,RAW",119,"POTATOES,WHITE,FLESH & SKN,RAW",69,"PUDDINGS,COCNT CRM,DRY MIX,REG,PREP W/ WHL MILK",114,302,Playing with Kids (sitting),180.0,0
2040-01-23 22:20:03.210235,23,75,176,male,light,2392.5,"CHICKEN,BROILERS OR FRYERS,LT MEAT,MEAT&SKN,CKD,FRIED,BATTER",277,"BEEF,CHCK,UNDR BLDE POT RST,BNLS,LN & FAT,0"",SEL,CKD,BRSD",288,"INF FOR,MEJOHN,PROSOBEE LIPIL,W/ IRON,RE TO FE,W/ ARA & DHA",64,629,"Cycling (light, <10 mph)",540.0,0
2040-01-24 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"SOUP,BF BROTH OR BOUILLON,PDR,PREP W/H2O",3,"PLUMS,CND,PURPLE,JUC PK,SOL&LIQUIDS",58,"FISH,HALIBUT,CKD,W/ SKN (ALASKA NATIVE)",113,174,Sweeping,225.0,1
2040-01-25 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"POTATOES,FRZ,WHL,CKD,BLD,DRND,WO/SALT",65,"MCDONALD'S,CHICK MCNUGGETS",302,"WHALE,BELUGA,FLIPPER,RAW (ALASKA NATIVE)",271,638,"Mowing Lawn (walking, power)",360.0,0
2040-01-26 22:20:03.210235,23,75,176,male,mid,2697.0,"MORNINGSTAR FARMS CHIK PATTIES,FRZ,UNPREP",197,"BABYFOOD,MEAT,HAM,JUNIOR",97,"CAKE,PNAPPL UPSIDE-DOWN,PREP FROM RECIPE",319,613,Standing (very light),180.0,0
2040-01-27 22:20:03.210235,23,75,176,male,low,2088.0,"CAMPBELL'S RED&WHITE,25% LESS NA TOMATO SOUP,COND",73,"CANDIES,NESTLE,CRUNCH BAR&DSSRT TOPPING",500,"SHAKE,FAST FD,STRAWBERRY",113,686,Rowing (200W),945.0,1
2040-01-28 22:20:03.210235,23,75,176,male,low,2088.0,"ORANGE DRK,BRKFST TYPE,W/JUC&PULP,FRZ CONC,PREP W/H2O",45,"DUCK,DOMESTICATED,LIVER,RAW",136,"VEAL,VAR MEATS&BY-PRODUCTS,PANCREAS,RAW",182,363,"Cycling (stationary, 200W)",810.0,1
2040-01-29 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"OIL,NUTMEG BUTTER",884,"PORK,CURED,HAM -- H2O ADDED,RUMP,BONE-IN,LN,UNHTD",95,"OSCAR MAYER,SMOKIE LINKS SAUSAGE",302,1281,"Running (6 mph, 10 min/mile)",720.0,0
2040-01-30 22:20:03.210235,23,75,176,male,heavy,3001.5,"CAMPBELL'S RED & WHITE,CHICK NOODLEO'S SOUP,COND",71,"PARSLEY,DRIED",292,"BEEF,TOP SIRLOIN,STEAK,LN,1/8"" FAT,SEL,RAW",127,490,Volleyball (recreational),225.0,0
2040-01-31 22:20:03.210235,23,75,176,male,light,2392.5,"APPLESAUCE,CND,UNSWTND,W/ VIT C",42,"CANDIES,NESTLE,CRUNCH BAR&DSSRT TOPPING",500,"MILK,RED FAT,FLUID,2% MILKFAT,W/ NONFAT MILK SOL,WO/ VIT A",56,598,Sexual Activity (active),135.0,0
2040-02-01 22:20:03.210235,23,75,176,male,heavy,3001.5,"SAUCE,BARBECUE",172,"BEEF,RIB,BACK RIBS,BONE-IN,LN & FAT,0"" FAT,ALL GRDS,RAW",324,"SHRIMP,MXD SP,CKD,MOIST HEAT",119,615,"Mowing Lawn (walking, power)",360.0,0
2040-02-02 22:20:03.210235,23,75,176,male,light,2392.5,"PEPPERS,SWT,RED,RAW",31,"CAMPBELL'S SOUP AT HAND,CREAMY CHICK SOUP",43,"RUTABAGAS,CKD,BLD,DRND,W/SALT",30,104,Running 5.5 mph (11 min/mile),630.0000000000001,1
2040-02-03 22:20:03.210235,23,75,176,male,mid,2697.0,"CHICKEN,BROILERS OR FRYERS,LEG,MEAT&SKN,RAW",214,"BEEF,CHUCK,ARM POT RST,LN,1/8"" FAT,SEL,RAW",125,"KENTUCKY FRIED CHICK CRISPY,THIGH,MEAT & SKN W/ BREADING",309,648,"Running (6 mph, 10 min/mile)",720.0,1
2040-02-04 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"KELLOGG'S,EGGO,BISCUIT SCRAMBLERS,BACON,EGG & CHS",258,"BREAD,CORNBREAD,DRY MIX,UNENR (INCL CORN MUFFIN MIX)",418,"BEEF,TOP SIRLOIN,STEAK,LN & FAT,1/8"" FAT,ALL GRDS,CKD,BRLD",243,919,Bathing/Dressing,180.0,0
2040-02-05 22:20:03.210235,23,75,176,male,low,2088.0,"OSCAR MAYER,BOLOGNA (CHICK,PORK,BF)",318,"CANDIES,TWIZZLERS NIBS CHERRY BITS",347,"CEREALS,FARINA,ENR,ASSORTED BRANDS,DRY",360,1025,"Running (8.6 mph, 7 min/mile)",1080.0,1
2040-02-06 22:20:03.210235,23,75,176,male,heavy,3001.5,"BABYFOOD,JUC TREATS,FRUIT MEDLEY,TODD",347,"CAMPBELL'S,CHUNKY MICRO BOWLS,SIRL BRGER W/CNTRY VEG,RTS",57,"BISCUITS,PLN OR BTTRMLK,DRY MIX,PREP",335,739,"Sexual Activity (kissing, hugs)",90.0,0
2040-02-07 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"CEREALS,CORN GRITS,YEL,REG,QUICK,ENR,CKD W/ H2O,W/ SALT",65,"OSCAR MAYER,HAM (H2O ,SMOKED,CKD)",99,"PORK,FRSH,LOIN,SIRLOIN (CHOPS),BONE-IN,LN,CKD,BRSD",195,359,Playing with Kids (standing),225.0,0
2040-02-08 22:20:03.210235,23,75,176,male,heavy,3001.5,"CHIVES,RAW",30,"PORK,FRSH,LOIN,TOP LOIN (ROASTS),BNLESS,LN,RAW",132,"FAST FOODS,BISCUIT,W/EGG&BACON",305,467,"Running (6 mph, 10 min/mile)",720.0,1
2040-02-09 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"PASTA W/MEATBALLS IN TOMATO SAU,CND ENTREE",107,"FRUIT SALAD,TROPICAL,CND,HVY SYRUP,SOL&LIQUIDS",86,"SQUASH,WNTR,BUTTERNUT,RAW",45,238,Trimming (manual),315.00000000000006,1
2040-02-10 22:20:03.210235,23,75,176,male,heavy,3001.5,"CHICKEN,BROILERS OR FRYERS,MEAT&SKN,CKD,FRIED,FLR",269,"FAST FOODS,ENG MUFFIN,W/EGG,CHS,&SAUSAGE",286,"CRAYFISH,MXD SP,FARMED,RAW",72,627,"Calisthenics (push-ups, etc.)",360.0,0
2040-02-11 22:20:03.210235,23,75,176,male,light,2392.5,"COOKIES,CHOC SNDWCH,W/CREME FILLING,REG",469,"KEEBLER,GRIPZ,CHIPS DELUXE,CHOC CHIP COOKIES,BITE-SIZE",473,"POPEYES,FRIED CHICK,MILD,THIGH,MEAT & SKN W/ BREADING",313,1255,Playing with Kids (standing),225.0,0
2040-02-12 22:20:03.210235,23,75,176,male,low,2088.0,"CHICKEN,ROASTING,LT MEAT,MEAT ONLY,CKD,RSTD",153,"ORANGES,RAW,FLORIDA",46,"WHEAT FLR,WHITE,ALL-PURPOSE,ENR,BLEACHED",364,563,"Cycling (stationary, 200W)",810.0,1
